geo,statistics,AA_rate
91977,176,108.07
91978,19,59.47
92008,19,36.25
92009,32,32.29
92011,19,34.94
92019,73,72.32
92020,120,75.32
92021,105,64.15
92024,28,26.13
92025,97,64.53
92026,48,37.44
92027,74,49.5
92028,61,52.39
92037,30,52.13
92040,56,51.61
92054,41,35.82
92056,54,42.43
92057,81,55.27
92058,45,37.29
92064,38,30.95
92065,47,50.11
92069,52,33.41
92071,79,59.46
92078,33,44.99
92081,17,26.54
92083,57,46.62
92084,65,46.61
92101,24,76.96
92102,166,108.44
92103,26,90.96
92104,79,71.98
92105,291,109.68
92106,16,48.07
92107,23,60.87
92108,13,66.87
92109,17,33.69
92110,21,55.19
92111,113,99.54
92113,265,141.71
92114,253,132.54
92115,126,94.82
92116,55,84.2
92117,79,77.35
92118,17,49.09
92119,23,52.2
92120,27,61.53
92122,23,42.11
92123,83,110.96
92124,45,43.91
92126,127,77.04
92127,35,38.75
92128,33,32.71
92129,66,41.85
92130,49,37.13
92131,28,29.02
92139,93,92.37
92154,180,83.27
92173,103,104.57
92201,131,57.51
92203,33,38.22
92211,12,42.14
92220,79,105.1
92223,80,91.54
92225,87,153.9
92227,197,240.06
92231,135,115.99
92233,36,187.16
92234,81,49
92236,107,79.37
92240,128,135.87
92243,277,179.99
92249,28,160.84
92250,37,142.15
92251,90,162.39
92252,25,130.12
92253,47,40.95
92254,29,54.62
92256,12,158.96
92260,36,83.04
92262,55,86.23
92264,18,75.2
92270,13,71.3
92274,47,58.76
92276,12,66.31
92277,35,53.57
92281,21,223.38
92284,57,112.24
92301,136,119.52
92307,140,149.73
92308,110,104.64
92311,193,208.55
92313,19,64.22
92314,15,38.75
92315,20,178.48
92316,111,113.19
92324,186,96.97
92325,18,72.66
92335,296,89.3
92336,181,60.96
92337,81,63.95
92344,39,76.56
92345,224,102.28
92346,161,103.96
92354,23,42.61
92356,15,100.99
92363,47,337.38
92371,20,52.34
92373,41,64.53
92374,101,90.79
92376,308,103.07
92377,49,75.16
92392,169,104.56
92394,116,135.05
92395,118,109.52
92399,114,87.31
92401,29,408.67
92404,256,129.5
92405,157,160.23
92407,186,93.6
92408,61,115.13
92410,312,163.56
92411,154,162.47
92501,76,120.34
92503,185,71.56
92504,118,85.7
92505,118,87.71
92506,73,68.09
92507,142,92.3
92508,55,54.36
92509,161,69.49
92530,82,51.86
92532,23,68.06
92543,85,103.24
92544,75,69
92545,82,135.74
92551,120,116.55
92553,237,92.22
92555,90,93.9
92557,105,66.82
92562,62,36.04
92563,69,43.41
92567,16,68.65
92570,134,91.08
92571,136,77.42
92582,31,103.36
92583,88,110.97
92584,57,59.29
92585,21,59.05
92587,21,40.01
92591,64,51.53
92592,66,28.09
92595,29,38.35
92596,37,61.82
92602,12,20.66
92603,16,35.41
92606,13,24.01
92610,15,37.22
92612,15,51.33
92614,20,40.27
92618,13,43.7
92620,21,22.14
92624,12,79.56
92626,48,50.36
92627,86,52.57
92629,23,43.8
92630,49,32.74
92646,48,40.07
92647,57,37.24
92648,23,26.08
92649,32,51.12
92653,36,49.5
92655,12,56.98
92656,55,41
92660,27,40.43
92663,17,56.7
92672,29,38.39
92673,29,34.38
92675,44,43.74
92677,41,24.62
92679,25,20.32
92683,105,44.23
92688,52,34.88
92691,40,33.98
92692,55,43.12
92694,37,76.23
92701,146,57.93
92703,169,67.35
92704,203,63.73
92705,53,40.73
92706,69,53.63
92707,162,72.68
92708,46,36.44
92780,99,59.27
92782,20,39.44
92801,167,88.74
92802,92,61.16
92804,192,72.19
92805,176,67.28
92806,70,68.29
92807,29,35.7
92808,22,35.59
92821,42,53.3
92831,45,59.76
92832,55,78.18
92833,104,78.26
92835,20,43.95
92840,98,62.99
92841,51,59.31
92843,105,72.79
92844,21,30.24
92860,32,55.85
92865,21,41.42
92866,19,46.14
92867,65,54.4
92868,50,78.83
92869,53,53.11
92870,65,48.42
92879,77,48.56
92880,82,43.56
92881,59,59.92
92882,93,39.83
92883,26,27.48
92886,39,35.6
92887,17,29.37
93001,40,49.28
93003,60,54.96
93004,48,61.93
93010,73,68.97
93012,24,29.61
93013,18,47.37
93015,19,32.75
93021,37,31.74
93023,13,27.46
93030,191,100.98
93033,172,62.59
93035,47,69.25
93036,76,63.79
93041,49,96.48
93060,51,49.72
93063,78,55.66
93065,149,76.02
93101,41,55.53
93103,49,112
93105,17,37.96
93110,16,56.17
93111,17,48.77
93117,52,63.57
93202,13,191.78
93203,36,47.26
93204,18,51.36
93210,43,88.83
93212,72,141.67
93215,129,73.91
93219,43,83.93
93221,26,56.75
93223,24,73.31
93230,330,171.22
93234,29,80.67
93235,24,141.5
93240,17,149.91
93241,41,61.33
93242,13,118.33
93245,112,83.77
93247,50,79.01
93250,54,112.45
93256,20,105.58
93257,171,69.72
93263,26,40.8
93267,14,64.61
93268,18,37.09
93274,334,147.76
93277,110,83.74
93280,31,41.89
93286,23,66.29
93291,126,80.09
93292,63,56.2
93301,62,144.25
93304,212,127.34
93305,143,102.76
93306,164,87.83
93307,273,100.05
93308,121,86.86
93309,157,94.46
93311,58,59.49
93312,81,43.7
93313,112,94.68
93314,27,47.79
93401,19,46.74
93402,16,72.74
93420,22,37.53
93422,22,32.61
93433,20,65.04
93434,15,67.31
93436,119,84.12
93444,14,29.35
93445,13,57.97
93446,53,48.49
93454,88,109.46
93455,46,50.61
93458,111,61.74
93501,24,151.26
93505,31,107.41
93514,14,47.65
93534,244,202.26
93535,370,165.47
93536,146,79.31
93543,34,90.16
93550,286,109.25
93551,75,53.15
93552,102,81.19
93555,63,76.43
93560,58,112.6
93561,54,68.77
93591,16,72.35
93609,27,159.51
93610,49,95.35
93611,86,67.27
93612,112,108.6
93614,16,71.38
93615,18,84.08
93618,95,95.05
93619,40,46.6
93620,42,119.8
93622,47,114.43
93625,31,156.93
93630,58,93.08
93631,49,106.07
93635,146,108.73
93636,14,55.2
93637,145,124.56
93638,327,188.12
93640,37,79.64
93646,53,125.46
93647,28,70.45
93648,70,133.68
93650,29,236.67
93654,84,88.1
93656,35,162.54
93657,106,97.77
93660,18,82.32
93662,195,192.98
93701,95,152.6
93702,314,156.87
93703,151,122.48
93704,91,141.5
93705,237,174.3
93706,230,174.7
93710,105,153.01
93711,63,86.41
93720,92,70.76
93721,24,130.91
93722,318,138.19
93723,14,80.17
93725,89,114.25
93726,175,149.46
93727,245,113.58
93728,58,113.85
93901,77,119.59
93905,259,105.94
93906,172,90.23
93907,36,65.54
93908,12,29.93
93927,29,56.77
93930,14,32.09
93933,46,87.32
93940,33,60.74
93955,90,93.22
93960,22,33.3
94002,16,31.04
94010,29,35.97
94014,85,77.92
94015,92,70.23
94019,25,58.47
94025,51,52.3
94030,19,48.21
94040,17,27.61
94043,30,59.95
94044,54,69.25
94061,53,60.54
94062,13,22.19
94063,82,82.14
94066,70,77.16
94070,28,40.32
94080,103,69.8
94085,25,46.03
94086,39,38.27
94087,25,20.15
94089,17,42.76
94102,20,57.62
94103,18,56.85
94107,21,89.19
94109,25,65.37
94110,114,87.73
94112,126,82.11
94115,34,102.42
94116,37,53.67
94117,24,78.36
94118,30,58.32
94121,42,70.59
94122,35,42.55
94124,132,146.51
94127,18,55.24
94131,16,41.6
94132,14,32.81
94133,13,49.88
94134,103,107.37
94303,134,92.01
94401,72,100.75
94402,16,32.09
94403,46,55.75
94404,22,34.55
94501,132,116.27
94502,20,65.03
94503,33,89.75
94505,14,40.1
94506,19,25.04
94507,17,44.9
94509,280,151.16
94510,35,55.32
94513,123,64.45
94517,13,37.18
94518,45,72.14
94519,42,87.1
94520,118,108.58
94521,62,63.05
94523,38,55.7
94526,22,29.41
94530,41,103.57
94531,121,86.35
94533,222,118.36
94534,66,68.09
94536,154,91.87
94538,148,100.89
94539,43,35.59
94541,247,145.33
94544,305,140.2
94545,102,150.3
94546,55,62.61
94547,45,95.54
94549,18,31.56
94550,66,55.3
94551,41,36.5
94553,73,72.69
94555,58,60.54
94558,83,54.68
94559,31,46.98
94560,110,100.43
94561,107,96.43
94564,36,90.67
94565,356,136.96
94566,51,50.5
94568,60,59.71
94572,21,94.55
94577,107,108.16
94578,133,136.75
94579,40,84.29
94580,83,131.28
94582,67,76.32
94583,51,58.21
94585,81,97.17
94587,197,103.14
94588,31,38.35
94589,99,126.21
94590,124,115.95
94591,146,104.46
94596,13,36.24
94597,14,38.89
94601,282,158.45
94602,74,105.63
94603,232,209.42
94605,229,203.8
94606,135,129.39
94607,144,238.2
94608,133,223.07
94609,104,273.65
94610,35,81.06
94611,52,80.52
94612,37,184.11
94619,70,120.26
94621,194,174.12
94702,41,145.11
94703,56,161.57
94704,12,126.49
94706,25,88.25
94710,26,127.43
94801,174,166.66
94803,56,101.84
94804,185,169.96
94805,49,153.36
94806,271,158.23
94901,35,37.92
94903,31,57.15
94928,47,51.15
94931,13,65.1
94941,13,22.63
94945,15,43.79
94947,26,50.47
94949,35,100.95
94952,34,50.67
94954,66,67.92
95008,29,30.25
95012,31,107.61
95014,30,23.23
95019,36,125.11
95020,152,85.28
95023,106,65.18
95032,18,33.9
95035,54,32.5
95037,62,47.82
95050,26,33.3
95051,35,30.38
95054,21,58.05
95060,27,34.47
95062,32,49.32
95076,226,90.5
95110,15,26.73
95111,89,45.38
95112,67,47.2
95116,130,68.69
95117,43,56.33
95118,32,36.75
95119,14,52.27
95120,20,21.13
95121,40,38.45
95122,129,65.22
95123,71,43.99
95124,54,47.34
95125,37,31.55
95126,45,61.01
95127,115,65.94
95128,29,37.98
95129,24,28.32
95131,25,35.11
95132,37,38.75
95133,25,34.67
95135,21,39.46
95136,48,46.84
95138,19,33.74
95148,48,40.05
95202,26,141.7
95203,63,114.11
95204,73,96.97
95205,140,102.69
95206,219,96.25
95207,142,98.96
95209,76,65.24
95210,100,67.87
95212,54,128.36
95215,38,56.08
95219,39,55.8
95231,20,156.7
95240,70,50.91
95242,15,23.85
95252,15,47.78
95301,83,76.17
95304,23,82.11
95307,91,64.69
95315,32,74.06
95320,23,66.99
95322,25,98
95326,15,53.41
95330,51,93.67
95334,26,44.97
95336,112,96.15
95337,68,82.96
95340,229,208.51
95341,91,75.02
95348,113,118.2
95350,105,78.96
95351,124,73.05
95354,65,83.76
95355,118,77.58
95356,54,65.81
95357,23,61.38
95358,68,62.34
95360,32,79.04
95361,52,67.25
95363,48,50.05
95366,14,31.59
95367,57,87.66
95368,31,62.51
95370,36,77.4
95376,208,122.18
95377,89,83.83
95380,128,99.28
95382,46,53.81
95386,25,73.68
95388,40,86.36
95391,22,96.1
95401,87,101.29
95403,63,63.16
95404,48,59.47
95405,28,64.1
95407,117,106.56
95409,17,37.62
95422,63,183.27
95437,23,81.24
95448,20,52.61
95451,18,74.7
95453,12,48.71
95472,22,40.97
95476,31,43.73
95482,51,63.36
95490,45,135.62
95492,37,48.34
95501,41,89.64
95503,36,72.51
95519,22,55.68
95521,34,108.4
95531,38,71.28
95540,36,112.07
95603,32,61.69
95605,42,101.54
95608,76,66.16
95610,65,59.83
95616,17,27.31
95618,14,21.99
95620,31,50.83
95621,63,61.97
95624,120,73.69
95628,31,35.43
95630,80,41.33
95632,50,55.24
95640,13,57.85
95642,16,116.44
95648,47,31.69
95650,12,46.61
95660,100,105.07
95661,47,74.74
95662,46,64
95667,34,44.83
95670,102,69.04
95673,33,93.84
95677,30,50.2
95678,64,51.85
95682,17,26.9
95687,92,60.69
95688,60,66.16
95691,60,72.17
95694,12,45.57
95695,46,45.41
95746,24,38.58
95747,56,43.9
95757,65,62.74
95758,127,64.68
95762,29,27.35
95765,44,48.61
95776,29,36.5
95815,74,94.23
95817,51,120.19
95818,40,92.04
95820,98,86.81
95821,56,69.63
95822,93,73.21
95823,281,113.57
95824,93,82.26
95825,70,130.54
95826,54,64.99
95827,28,51.27
95828,152,86.27
95829,49,79.46
95831,63,79.78
95832,40,93
95833,72,78.28
95834,83,163.26
95835,73,61.83
95838,112,85.37
95841,50,91.58
95842,91,98.4
95843,84,59.55
95864,29,56.05
95901,70,74.52
95926,30,46.23
95928,21,27.41
95932,20,91.62
95945,41,76.79
95948,20,67.28
95949,20,57.49
95953,20,62.03
95954,12,59.69
95959,17,47.43
95961,39,49.18
95963,20,44.52
95965,42,75.51
95966,70,102.31
95969,22,45.87
95971,12,108.56
95973,24,29.84
95988,14,53.16
95991,65,55.45
95993,30,32.79
96001,58,73.37
96002,78,90.01
96003,61,64.66
96007,54,95.96
96019,15,55.48
96021,42,92.89
96022,19,59.1
96035,19,147.82
96080,66,93.31
96097,17,84.63
96130,18,38.38
96150,16,19.18
